Última Medição;2018m12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Download em;2019m01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;http://www.ispdados.rj.gov.br/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
54;9;2011;2011m9;39;3;Belford Roxo;3300456;Baixada Fluminense;22;0;0;0;16;157;17;3;46;9;2;40;7;94;6;0;0;8;1;2;;11;180;21;11;4;10;;69;115;0;3;1;26;15;0;14;1;27;26;13;31;0;140;16;0;0;0;0;22;108;40;899;3
55;9;2011;2011m9;24;3;Queimados;3304144;Baixada Fluminense;5;0;0;0;3;137;10;2;33;2;0;5;0;25;0;0;0;1;0;0;;8;41;6;17;6;8;;47;84;0;2;0;6;8;4;4;0;4;17;7;7;0;109;5;1;0;0;0;5;26;5;464;3
56;9;2011;2011m9;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;1;0;0;4;102;28;1;40;5;6;26;1;70;8;0;0;2;0;0;;11;129;7;12;3;6;;49;77;0;3;0;14;7;0;7;0;19;26;7;25;0;120;8;1;0;0;0;13;80;26;684;3
57;9;2011;2011m9;20;3;Nilópolis;3303203;Baixada Fluminense;0;0;0;0;0;73;4;0;38;8;0;32;3;98;2;0;0;6;0;2;;9;160;7;15;3;9;;50;84;0;0;0;17;4;1;1;2;21;17;1;8;0;59;5;0;0;0;0;0;106;32;571;3
58;9;2011;2011m9;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;0;0;11;142;17;6;63;16;1;36;0;69;3;0;1;2;0;1;;9;138;16;12;1;14;;57;100;0;2;0;18;0;0;0;0;18;14;0;17;0;162;17;1;0;0;0;15;74;36;808;3
59;9;2011;2011m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;10;0;0;0;7;236;11;4;125;15;0;89;25;303;31;0;0;25;0;6;;93;587;62;158;16;48;;209;493;0;6;0;91;56;9;40;11;124;115;22;33;0;203;12;2;0;0;0;10;359;89;2140;3
60;9;2011;2011m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;11;0;0;1;8;89;6;1;35;6;4;46;1;63;7;0;0;3;0;2;;5;137;16;4;5;7;;46;78;0;0;3;13;17;0;17;2;11;46;6;12;1;65;7;1;0;0;0;12;73;46;595;3
61;9;2011;2011m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;1;0;0;21;1;1;10;3;0;7;0;8;1;0;0;0;0;0;;2;21;3;1;0;2;;10;16;0;0;0;2;0;0;0;0;2;3;0;4;1;24;2;0;0;0;0;4;9;7;127;3
62;9;2011;2011m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;0;0;9;47;8;3;32;2;0;21;0;47;5;0;0;1;0;0;;3;79;2;8;3;2;;33;48;0;0;0;2;19;1;17;3;33;25;9;22;1;48;2;0;0;0;0;6;53;21;394;3
63;9;2011;2011m9;24;3;Japeri;3302270;Baixada Fluminense;1;0;0;0;2;48;5;2;5;3;0;0;0;1;0;0;0;0;0;0;;0;4;1;2;1;2;;22;28;0;0;0;0;13;3;5;5;4;8;2;6;0;24;1;0;0;0;0;1;1;0;158;3
64;9;2011;2011m9;21;3;São João de Meriti;3305109;Baixada Fluminense;10;0;0;0;10;164;6;2;78;15;3;63;13;151;18;0;0;19;0;7;;26;315;28;45;10;25;;120;228;0;1;0;57;4;0;2;2;37;27;4;24;0;160;3;0;0;0;0;10;188;63;1291;3
65;9;2011;2011m9;34;3;Magé;3302502;Baixada Fluminense;2;0;0;0;4;59;2;0;9;1;0;2;1;2;1;0;0;1;0;0;;7;15;2;2;0;2;;34;40;0;0;0;13;4;2;2;0;6;11;0;4;1;57;3;0;0;0;0;2;4;2;257;3
66;9;2011;2011m9;34;3;Magé;3302502;Baixada Fluminense;3;0;0;0;0;60;2;0;43;1;1;6;1;10;0;0;0;0;0;1;;3;23;3;6;1;1;;28;39;0;0;0;7;6;2;3;1;7;23;5;9;0;70;4;0;0;0;0;3;10;6;286;3
67;9;2011;2011m9;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;0;2;24;1;5;12;0;0;1;1;2;0;0;0;1;0;0;;1;6;1;1;0;0;;18;20;0;0;0;3;1;0;1;0;0;2;0;3;0;27;2;0;0;0;0;1;3;1;129;3
70;9;2011;2011m9;35;4;Tanguá;3305752;Interior;0;0;0;0;0;24;4;0;9;0;0;1;0;1;0;0;0;0;0;0;;0;2;3;0;0;3;;9;15;0;0;0;3;0;0;0;0;1;4;0;1;0;16;1;0;0;0;0;0;1;1;81;3
71;9;2011;2011m9;35;4;Itaboraí;3301900;Interior;1;0;0;0;5;91;9;2;68;3;1;6;7;33;13;0;0;2;0;0;;8;73;16;12;8;11;;68;115;0;2;0;18;7;1;7;0;14;25;7;29;0;92;8;1;0;0;0;1;48;6;607;3
72;9;2011;2011m9;7;4;São Gonçalo;3304904;Grande Niterói;3;0;0;0;4;88;10;3;40;2;5;20;10;61;12;0;0;3;0;5;;4;122;26;12;2;4;;96;140;0;6;0;33;10;4;4;2;49;11;5;16;1;90;3;2;0;0;0;3;76;20;738;3
73;9;2011;2011m9;7;4;São Gonçalo;3304904;Grande Niterói;5;0;0;0;8;58;5;6;59;4;1;44;1;54;13;0;0;7;0;1;;13;138;19;17;10;11;;57;114;0;1;0;18;4;0;2;2;16;9;6;11;0;57;6;2;0;0;0;5;74;44;547;3
74;9;2011;2011m9;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;1;8;117;6;3;52;9;2;37;2;153;23;0;0;9;0;2;;13;250;27;57;17;27;;108;236;0;1;0;28;14;4;8;2;31;38;16;18;0;103;8;1;0;0;0;3;185;37;949;3
75;9;2011;2011m9;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;0;3;41;4;3;27;0;2;14;1;45;4;0;1;1;0;2;;6;76;7;1;2;11;;29;50;1;0;0;6;7;3;4;0;5;6;0;5;0;67;11;1;0;0;0;7;50;14;373;3
76;9;2011;2011m9;12;4;Niterói;3303302;Grande Niterói;0;0;1;0;1;59;0;0;63;4;1;10;0;85;6;0;0;6;0;3;;7;122;25;111;22;28;;142;328;0;9;0;66;4;2;1;1;11;21;2;3;2;52;2;0;0;0;0;1;97;10;816;3
77;9;2011;2011m9;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;22;0;2;32;2;2;22;0;52;6;0;0;1;0;0;;8;93;24;20;9;10;;78;141;0;7;0;31;4;3;2;0;7;16;4;42;1;33;2;0;0;0;0;0;59;22;529;3
78;9;2011;2011m9;12;4;Niterói;3303302;Grande Niterói;3;0;0;0;3;40;8;2;24;3;1;29;3;50;11;0;0;3;0;0;;8;108;15;11;6;3;;48;83;0;2;0;5;19;1;16;2;8;26;4;48;0;49;4;0;0;0;0;3;64;29;442;3
79;9;2011;2011m9;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;33;1;1;22;0;0;4;0;20;8;0;0;1;1;0;;1;35;6;5;0;5;;41;57;0;0;0;3;9;3;5;2;4;15;3;3;0;30;1;1;0;0;0;0;29;4;237;3
81;9;2011;2011m9;12;4;Niterói;3303302;Grande Niterói;3;0;0;0;1;24;1;0;20;1;0;10;0;17;0;0;0;0;0;0;;4;32;9;6;3;3;;53;74;0;2;0;8;12;1;7;4;7;20;6;7;0;27;5;0;0;0;0;3;17;10;298;3
82;9;2011;2011m9;12;4;Maricá;3302700;Grande Niterói;2;0;0;0;1;50;7;3;25;3;2;10;1;12;0;0;0;0;0;0;;2;30;6;4;4;4;;73;91;0;2;0;13;13;6;8;0;6;20;1;14;0;50;1;0;0;0;0;2;12;10;360;3
88;9;2011;2011m9;10;5;Barra do Pirai;3300308;Interior;2;0;0;0;3;51;1;1;27;0;0;1;1;0;0;1;0;1;0;0;;5;9;1;0;0;0;;18;19;0;1;0;9;26;11;14;1;0;14;0;23;0;30;0;0;1;2;0;2;1;1;222;3
89;9;2011;2011m9;37;5;Resende;3304201;Interior;2;0;0;0;5;56;4;1;34;2;0;0;0;8;0;0;0;0;0;0;;0;10;3;2;1;10;;64;80;0;3;0;17;14;4;8;2;3;25;8;18;1;55;5;0;0;0;0;2;8;0;394;3
90;9;2011;2011m9;28;5;Barra Mansa;3300407;Interior;3;0;1;0;2;58;4;7;46;8;1;1;2;5;1;0;0;0;0;0;;2;20;6;19;2;6;;55;88;0;0;0;18;17;9;7;1;4;22;3;33;1;73;3;0;0;0;0;4;6;1;433;3
91;9;2011;2011m9;10;5;Valença;3306107;Interior;1;0;0;0;0;32;1;0;8;1;0;0;0;3;0;0;0;0;0;0;;0;4;0;0;0;2;;14;16;0;0;0;4;9;6;3;0;0;5;1;12;0;35;2;0;0;0;0;1;3;0;142;3
92;9;2011;2011m9;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;6;6;0;0;0;0;1;1;0;0;2;1;0;2;0;1;0;0;0;0;0;0;0;0;24;3
93;9;2011;2011m9;28;5;Volta Redonda;3306305;Interior;4;0;0;0;1;91;7;1;37;1;1;1;1;7;0;0;0;2;0;1;;3;17;10;15;4;5;;105;139;0;2;0;35;23;5;17;1;7;37;6;25;0;124;5;0;0;0;0;4;9;1;617;3
94;9;2011;2011m9;10;5;Piraí;3304003;Interior;0;0;0;0;0;17;1;3;17;0;0;1;0;1;0;0;0;0;0;0;;2;4;0;1;0;1;;9;11;0;1;0;0;1;1;0;0;4;2;0;0;0;15;0;0;0;0;0;0;1;1;82;3
95;9;2011;2011m9;10;5;Vassouras;3306206;Interior;2;0;0;0;1;23;0;2;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;;11;12;0;0;0;6;3;3;0;0;2;0;0;2;0;29;0;0;0;0;0;2;0;0;90;3
96;9;2011;2011m9;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1;0;0;0;1;17;0;0;12;0;1;0;0;0;0;0;0;0;0;0;;0;1;3;1;0;1;;7;12;0;2;0;2;6;1;5;0;0;12;1;4;0;13;4;0;0;0;0;1;0;0;110;3
97;9;2011;2011m9;10;5;Mendes;3302809;Interior;0;0;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;2;;7;10;0;0;0;1;4;3;1;0;0;0;0;1;0;4;0;1;0;0;0;0;0;0;51;3
98;9;2011;2011m9;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;;8;8;0;0;0;2;5;3;2;0;0;3;1;0;0;8;0;0;0;0;0;0;0;0;40;3
99;9;2011;2011m9;37;5;Itatiaia;3302254;Interior;0;0;0;0;0;22;1;0;3;1;0;0;1;0;0;0;0;0;0;0;;0;2;0;0;0;0;;16;16;0;0;0;4;22;18;4;0;2;10;0;8;0;13;2;0;0;0;0;0;0;0;121;3
100;9;2011;2011m9;37;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;3;14;0;1;8;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;0;1;2;;8;12;0;0;0;0;7;4;3;0;2;6;0;4;0;8;1;0;0;0;0;0;0;0;86;3
101;9;2011;2011m9;28;5;Pinheiral;3303955;Interior;0;0;0;0;0;17;0;0;6;0;0;0;0;3;0;0;0;0;0;0;;0;3;0;0;0;0;;11;11;0;0;0;0;1;0;1;0;0;2;1;1;0;13;1;0;0;0;0;0;3;0;75;3
104;9;2011;2011m9;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;4;0;0;10;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;0;;6;8;0;0;0;0;4;2;2;0;0;5;0;0;0;14;0;0;0;0;0;0;0;0;65;3
105;9;2011;2011m9;26;7;Petrópolis;3303906;Interior;1;0;0;0;2;100;9;2;48;2;3;0;0;7;0;0;0;1;0;0;;5;18;3;28;7;8;;89;135;0;1;0;22;14;4;9;2;3;32;5;29;0;92;6;3;0;0;0;1;8;0;544;3
106;9;2011;2011m9;26;7;Petrópolis;3303906;Interior;1;0;0;0;3;28;1;1;18;2;0;1;0;0;0;0;0;0;0;0;;0;3;3;0;2;2;;26;33;0;0;0;7;3;2;1;0;3;6;0;6;0;26;2;0;0;0;0;1;0;1;159;3
107;9;2011;2011m9;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;0;12;0;2;2;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;1;;10;12;0;0;0;2;11;7;4;0;0;8;1;5;0;16;0;0;0;0;0;0;0;0;80;3
108;9;2011;2011m9;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1;0;0;0;1;54;5;5;14;1;0;0;1;1;0;0;0;0;0;0;;1;4;3;3;1;4;;41;52;0;0;0;16;30;21;9;1;1;27;0;18;0;41;1;0;0;0;0;1;1;0;304;3
109;9;2011;2011m9;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;7;1;0;6;0;0;0;2;0;0;0;0;0;0;0;;0;2;0;0;0;1;;6;7;0;1;0;3;2;1;1;0;1;3;0;3;0;7;0;0;0;0;0;0;0;0;62;3
110;9;2011;2011m9;30;7;Teresópolis;3305802;Interior;3;0;0;0;2;60;3;0;38;1;1;1;0;9;0;0;0;0;0;0;;1;13;7;10;1;5;;63;86;0;3;0;12;15;7;7;2;6;21;10;9;0;73;5;0;0;0;0;3;9;1;384;3
111;9;2011;2011m9;30;7;Sumidouro;3305703;Interior;0;0;0;0;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;;2;2;0;0;0;1;1;1;0;0;0;0;0;3;0;7;1;0;0;0;0;0;0;1;31;3
112;9;2011;2011m9;30;7;Carmo;3301207;Interior;0;0;0;0;0;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;6;6;0;0;0;2;2;2;0;0;0;0;0;2;0;8;1;0;0;0;0;0;0;0;50;3
118;9;2011;2011m9;25;4;Araruama;3300209;Interior;2;0;0;0;2;65;4;4;44;5;1;1;1;2;2;0;0;2;0;0;;2;16;11;4;1;12;;74;102;0;0;0;20;9;8;2;0;3;8;0;10;0;61;7;0;0;0;0;2;6;1;423;3
119;9;2011;2011m9;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;19;1;0;33;0;0;1;1;2;0;0;0;1;0;0;;0;5;14;2;0;5;;19;40;0;0;0;9;3;1;1;1;1;1;0;3;0;20;3;1;0;0;0;0;3;1;142;3
120;9;2011;2011m9;35;4;Silva Jardim;3305604;Interior;2;0;0;0;0;9;0;1;8;0;0;1;0;0;0;0;0;0;0;0;;0;1;0;0;0;2;;7;9;0;0;0;3;0;0;0;0;0;5;0;1;0;14;0;0;0;0;0;2;0;1;61;3
121;9;2011;2011m9;32;6;Casimiro de Abreu;3301306;Interior;3;0;0;0;1;13;0;4;8;0;1;4;2;0;0;0;0;0;0;0;;0;7;3;1;0;0;;16;20;0;0;0;3;0;0;0;0;1;1;0;0;0;13;1;0;0;0;0;3;0;4;90;3
122;9;2011;2011m9;32;6;Conceição de Macabú;3301405;Interior;1;0;0;0;1;7;2;0;8;0;0;1;0;0;0;0;0;0;0;0;;0;1;5;1;0;0;;2;8;0;0;0;0;1;0;0;1;1;0;0;9;0;6;0;0;0;0;0;1;0;1;47;3
123;9;2011;2011m9;32;6;Macaé;3302403;Interior;6;0;0;0;6;44;5;9;65;10;0;22;3;78;34;0;0;5;0;0;;6;158;20;27;13;10;;115;185;0;1;0;38;5;1;4;0;8;16;6;25;3;66;5;0;0;0;0;6;117;22;690;3
124;9;2011;2011m9;25;4;Saquarema;3305505;Interior;0;0;0;1;5;32;1;4;24;0;1;2;1;5;2;0;0;0;0;0;;2;13;8;4;0;4;;62;78;0;1;0;5;5;3;2;0;0;9;0;4;0;29;1;0;0;0;0;1;7;2;255;3
125;9;2011;2011m9;25;4;São Pedro da Aldeia;3305208;Interior;2;0;0;0;0;35;1;2;13;2;0;6;1;5;0;0;0;0;0;1;;1;16;4;3;1;1;;59;68;0;2;0;3;19;8;11;2;1;20;3;16;0;31;1;0;0;0;0;2;5;6;231;3
126;9;2011;2011m9;25;4;Cabo Frio;3300704;Interior;17;0;0;0;15;59;2;6;41;7;2;7;1;25;3;1;0;3;0;2;;2;53;15;16;0;29;;81;141;0;2;0;13;53;25;15;13;5;34;14;7;1;84;1;0;0;0;0;17;31;7;582;3
127;9;2011;2011m9;25;4;Armação dos Búzios;3300233;Interior;0;0;0;1;11;23;1;2;13;1;0;1;2;1;0;0;0;0;0;0;;0;5;0;1;0;7;;39;47;0;0;0;7;11;4;5;2;2;11;1;9;0;9;1;0;0;0;0;1;1;1;180;3
128;9;2011;2011m9;32;6;Rio das Ostras;3304524;Interior;1;0;0;0;3;35;2;2;40;1;3;3;4;27;2;0;0;2;0;0;;1;43;14;16;0;4;;115;149;0;0;0;18;6;1;6;0;6;14;3;5;0;41;1;0;0;0;0;1;31;3;415;3
129;9;2011;2011m9;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;0;12;1;0;11;1;1;1;0;1;0;0;0;1;0;0;;0;5;3;1;0;0;;24;28;0;0;0;8;1;1;0;0;1;3;0;4;0;14;1;0;0;0;0;0;2;1;93;3
130;9;2011;2011m9;32;6;"Quissamã;Carapebus";9999994;Interior;0;0;0;0;0;13;1;3;14;1;0;1;0;1;0;0;0;0;0;0;;1;4;0;0;0;2;;20;22;0;0;0;1;1;1;0;0;2;11;7;0;0;15;0;0;0;0;0;0;1;1;82;3
132;9;2011;2011m9;25;4;Arraial do Cabo;3300258;Interior;2;0;0;0;3;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;2;0;5;;18;26;0;0;0;1;8;7;1;0;0;6;4;3;0;11;2;0;0;0;0;2;0;0;99;3
134;9;2011;2011m9;8;6;Campos dos Goytacazes;3301009;Interior;3;0;0;0;8;88;9;5;62;6;1;10;1;40;5;1;1;3;0;0;;3;71;31;27;12;7;;117;194;0;1;0;27;39;5;21;16;9;50;15;18;7;80;4;0;0;0;0;3;48;10;727;3
135;9;2011;2011m9;36;6;Itaocara;3302106;Interior;1;0;0;0;0;7;3;1;5;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;2;0;0;;11;13;0;0;0;3;10;4;5;1;0;5;1;2;0;10;0;0;0;0;0;1;0;0;73;3
136;9;2011;2011m9;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0;0;0;0;0;11;1;4;8;0;1;0;0;0;0;0;0;0;0;0;;0;1;4;1;0;4;;14;23;0;0;0;5;12;9;3;0;0;7;1;1;0;15;0;0;0;0;0;0;0;0;110;3
137;9;2011;2011m9;36;6;Miracema;3303005;Interior;0;0;0;0;0;22;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1;2;0;0;0;;25;27;0;0;0;2;23;20;2;1;0;6;1;1;0;16;1;0;0;0;0;0;1;0;111;3
138;9;2011;2011m9;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;2;2;0;0;0;1;3;1;0;2;0;0;0;1;0;6;0;0;0;0;0;0;0;0;23;3
139;9;2011;2011m9;29;6;Porciúncula;3304102;Interior;0;0;0;0;1;4;1;0;5;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;9;9;0;0;0;2;1;1;0;0;0;2;0;1;0;14;0;0;0;0;0;0;0;0;49;3
140;9;2011;2011m9;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;0;0;0;;7;9;0;0;0;1;4;1;2;1;2;3;0;6;0;5;0;1;0;0;0;0;0;0;52;3
141;9;2011;2011m9;8;6;São Fidélis;3304805;Interior;0;0;0;0;1;13;1;0;6;1;0;0;0;1;0;0;0;0;0;0;;0;2;1;0;1;0;;10;12;0;0;0;4;5;3;2;0;0;5;3;2;0;24;0;0;0;0;0;0;1;0;90;3
142;9;2011;2011m9;36;6;Cambuci;3300902;Interior;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;1;;6;8;0;0;0;0;5;2;2;1;1;3;2;2;0;8;0;1;0;0;0;0;0;0;46;3
143;9;2011;2011m9;29;6;"Itaperuna;São José de Ubá";9999996;Interior;2;0;0;0;6;38;0;2;21;0;0;0;0;2;0;0;0;0;0;0;;0;2;0;4;1;4;;31;40;0;2;0;8;23;16;4;3;1;15;2;3;1;31;3;0;0;0;0;2;2;0;254;3
144;9;2011;2011m9;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;;22;23;0;0;0;4;9;4;4;1;0;10;2;3;0;19;1;0;0;0;0;0;0;0;94;3
145;9;2011;2011m9;8;6;São João da Barra;3305000;Interior;0;0;0;0;0;21;1;3;12;0;0;1;0;1;0;0;0;0;0;0;;0;2;1;2;0;1;;19;23;0;0;0;4;4;1;0;3;0;3;0;2;0;25;1;0;0;0;0;0;1;1;143;3
146;9;2011;2011m9;8;6;Campos dos Goytacazes;3301009;Interior;5;0;0;0;11;44;5;7;44;3;0;13;1;22;4;0;0;0;0;0;;3;46;5;4;2;0;;34;45;0;0;0;5;32;13;13;7;13;42;5;8;1;60;5;2;0;0;0;5;26;13;363;3
147;9;2011;2011m9;8;6;São Francisco de Itabapoana;3304755;Interior;1;0;0;0;10;29;5;1;1;1;0;0;0;0;0;0;0;0;0;0;;1;2;3;0;0;1;;19;23;0;0;0;1;2;1;0;1;4;3;0;2;0;19;0;1;0;0;0;1;0;0;134;3
148;9;2011;2011m9;29;6;"Cardoso Moreira;Italva";9999995;Interior;0;0;0;0;0;7;2;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;;11;11;0;0;0;0;6;1;4;1;0;4;0;4;0;5;0;0;0;0;0;0;0;0;64;3
151;9;2011;2011m9;11;7;Nova Friburgo;3303401;Interior;2;0;0;0;0;74;2;2;52;3;0;0;0;2;0;0;0;0;0;0;;0;5;9;2;3;5;;76;95;0;2;0;23;14;5;9;1;6;19;4;10;0;117;6;0;0;0;0;2;2;0;511;3
152;9;2011;2011m9;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;4;0;2;7;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;;2;3;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;31;3
153;9;2011;2011m9;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;5;0;0;3;0;2;0;1;1;0;0;0;0;0;0;;0;4;2;0;0;0;;8;10;0;0;0;0;0;0;0;0;0;1;0;1;0;6;0;0;0;0;0;0;1;0;40;3
154;9;2011;2011m9;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;14;0;0;6;0;0;0;0;0;0;0;0;1;0;0;;0;1;1;0;0;0;;12;13;0;0;0;1;2;1;1;0;0;3;0;0;0;17;2;0;0;0;0;0;1;0;74;3
155;9;2011;2011m9;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;4;4;0;0;0;0;0;0;0;0;1;1;0;1;0;3;0;0;0;0;0;0;0;0;23;3
156;9;2011;2011m9;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;2;2;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;19;3
157;9;2011;2011m9;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;21;3
158;9;2011;2011m9;11;7;Bom Jardim;3300506;Interior;0;1;0;0;3;5;1;2;12;0;0;0;0;0;0;0;0;0;0;0;;0;0;2;0;0;0;;4;6;0;0;0;2;2;1;0;1;1;2;0;0;0;7;0;0;0;0;0;1;0;0;54;3
159;9;2011;2011m9;35;4;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;1;10;2;4;11;0;1;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;0;;11;14;0;0;0;1;3;1;0;2;0;3;0;4;0;5;1;0;0;0;0;0;0;0;72;3
165;9;2011;2011m9;33;5;Mangaratiba;3302601;Interior;1;0;0;0;2;17;0;1;14;0;0;1;0;1;0;0;0;0;0;0;;0;2;4;2;0;5;;27;38;0;0;0;4;4;3;0;1;1;5;0;0;0;7;0;1;0;0;0;1;1;1;103;3
166;9;2011;2011m9;33;5;Angra dos Reis;3300100;Interior;4;0;0;0;4;58;3;1;22;0;1;1;0;5;0;0;0;1;0;0;;2;10;2;1;0;16;;45;64;0;0;0;22;18;9;8;2;1;21;1;6;0;63;3;1;0;0;0;4;6;1;353;3
167;9;2011;2011m9;33;5;Paraty;3303807;Interior;1;0;0;0;2;16;2;1;1;0;0;1;0;3;0;0;0;1;0;0;;1;6;1;2;2;2;;22;29;0;0;0;9;11;5;5;1;0;10;2;3;2;22;3;0;0;0;0;1;4;1;156;3
168;9;2011;2011m9;33;5;Rio Claro;3304409;Interior;0;0;0;0;0;10;2;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;3;3;0;0;0;1;1;0;0;1;0;2;1;0;0;7;1;0;0;0;0;0;0;0;46;3
1;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;30;0;1;23;1;0;1;0;46;5;0;0;4;0;5;;7;69;9;117;26;40;;86;278;0;4;1;108;3;1;2;0;1;32;8;18;2;24;1;0;0;0;0;0;55;1;768;3
4;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;44;0;2;38;2;0;5;0;78;7;0;1;15;0;1;;6;115;6;114;32;33;;111;296;0;1;0;27;15;7;7;2;1;24;7;10;0;26;1;1;0;0;0;1;100;5;689;3
5;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;56;0;0;41;6;0;3;1;110;7;0;0;9;0;3;;10;149;9;177;29;56;;159;430;0;1;0;81;11;5;6;0;4;39;8;24;4;60;0;0;0;0;0;0;126;3;1053;3
